client,therapist
my loneliness prevents me from enjoying life,"There are many ways to enjoy life, even when you're feeling lonely. Maybe you could try taking up a new hobby, joining a club or organization, or going out with friends. Spending time with other people can help alleviate loneliness, and doing things you enjoy can help you feel more fulfilled. Don't let your loneliness prevent you from living a full and happy life."
Have you dealt with a suicidal parent?,"Yes, I have dealt with a suicidal parent. It was a very difficult experience."
"My boyfriend recently got a kitty. I hate cats in general, and he knows it. It grosses me out and makes me very upset when he pets his cat. I want to throw out the cat. I feel very jealous.",You might be experiencing something called perimenopause.
I still feel like it's my fault for my childhood experiences.,It is not your fault for your childhood experiences.
"I started dating a guy I met online. He told me that he registered sex offender but he didn't do anything. He took a plea to always register as sex offender and he did two years. That was more than two decades ago. Nothing on his record since. I always believe the past should be left in past. But my roommates, their family and my son are unforgiving. Should I forgive this man that I'm falling in love with or should I dump him? If I stay with him I will never see my family and granddaughter again.","It is ultimately up to you whether or not to stay with this man, but it is worth considering all of the potential implications of doing so. If you decide to stay with him, it is important to be aware that you may face some challenges in your relationship. For example, your family and friends may not be supportive of your relationship, and you may find it difficult to find places to live together that are not in close proximity to schools or other places where children congregate. Additionally, your son may have a hard time accepting this man into your life. You should also be prepared for the possibility that this man may reoffend. While it is possible that he has changed and is no longer a threat, it is important to be"
Looking for information to help support my SO,"There are many ways to support your SO during their job search. You can help them by being their sounding board, providing encouragement, helping with their resume or practice interviewing. You can also connect them with your professional network or help them research potential employers."
I am in my 30s with 2 kids and no job and I'm behind on the bills. I've been trying everything with no results. I feel like everyone else puts their needs in front on mine. I give intil it hurts and I'm afraid that I'm going to fail my babies    I've been struggling for 5 yrs in a relationship with no communication and no alone time. How can I get some support?,"There are a few things you can do to get some support in your situation. First, try reaching out to family and friends. See if they can help you with some of the bills or other financial burdens you are facing. Additionally, you can look into government assistance programs or charities that may be able to help you get back on track. Finally, consider talking to a therapist or counselor to help you deal with the stress and anxiety you are feeling."
What are some strategies for compartmentalizing?,"Some strategies that can help compartmentalize different parts of your life are to set aside specific times for each activity, to create physical or mental boundaries between different areas of your life, and to establish routines that help you transition between different tasks. Additionally, it can be helpful to keep a journal or planner in which you can record your thoughts and activities, as this can provide a tangible way to track and reflect on your progress in different areas of your life."
Feeling oddly unmotivated and I don't know why,"It's possible that you're feeling unmotivated because you're not sure what your goals are or you don't feel like you have a clear purpose. It could also be that you're feeling overwhelmed by everything you have to do or you're simply not interested in the tasks at hand. Whatever the reason, it's important to try to identify why you're feeling this way so that you can find a way to overcome it."
How do I stop those thoughts?,"You can't stop the thoughts, but you can learn to control them."
"Alot of problems, full of thoughts",21. The problem is that I have too many thoughts.2. The problem is that my thoughts are constantly racing and I can't focus on anything.
How does a counselor decide when to end counseling sessions or to terminate working with a client?,"There is no one answer to this question, as counselors may use different methods or criteria for deciding when to end counseling sessions or to terminate working with a client. However, some possible methods or criteria that counselors may use include evaluating the client's progress in counseling, assessing whether the client is still motivated to work on goals, or determining if the client is no longer benefiting from counseling."
I dont want to kill myself I just simply would rather not exist,"If you're feeling like you would rather not exist, it's important to reach out for help. Talk to a trusted friend or family member, or seek professional help. There are people who care about you and want to help you through whatever difficulties you're facing. Please don't give up."
"My husband and I have been married for seven years, and in that time, we have only had sex four or five times. Others have told me that most men would have left me by now. Honestly, I think I have a low sex drive or neither one of us actually knows what we are doing. I want to be better connected with my husband.","It's possible that you have a low sex drive, or that you and your husband are simply not compatible in that area. If you want to be better connected with your husband, it may be worth trying to talk to him about your concerns and see if there's anything you can do together to improve the situation."
Am I simply surviving and not living?,"Yes, sometimes people can find themselves merely surviving and not living. This can happen when people are struggling to meet their basic needs or when they feel like they're not in control of their lives. When people are just surviving, they may not have the energy or motivation to pursue their goals or dreams. Instead, they may be focused on simply getting through each day."
My roommate is a unapologetic person who doesn't care who she hurts. She never apologizes to me or my family. She made me lose my temper today to the point where I was using swear words in front of my mom and brother.,"It sounds like your roommate is very difficult to live with and that she regularly causes you a lot of stress. It's understandable that you would lose your temper with her today, especially if she was being particularly unapologetic and hurtful. However, it's important to try to stay calm and constructive when communicating with her. Swearing at her is likely to just escalate the situation and make things more difficult. Instead, try to calmly explain how her behavior is affecting you and why you would appreciate it if she would try to be more considerate."
"I keep being mean to my best friend, and I don't know why all the time. I did come to maybe some kind of conclusion that it is because my mother is mean to me all the time. Could that be a cause?","There could be a variety of reasons why you might be mean to your best friend. It could be that you're subconsciously trying to mimic the behavior of your mother, or it could be that you're feeling threatened or insecure in the friendship and are lashing out as a result. Alternatively, it could simply be that you're going through a tough time and taking it out on the people closest to you. Whatever the reason, it's important to try to be aware of why you're behaving this way and to make an effort to change it. Otherwise, you risk damaging your friendship beyond repair."
I've become so jaded that I can't control my thoughts. I cannot focus on anything and been having anxiety attacks.,"If you are experiencing anxiety attacks, you should seek professional help. If you are having difficulty focusing, you may want to try some relaxation techniques such as yoga or meditation."
"I work two jobs and go to school for criminal justice. Over the summer, my father had a stroke. It was very devastating. My father isn't the same, and my family fights every day. I have been kicked out the house many times. I break down a lot.",I'm sorry to hear about your father's stroke. That must have been really tough for you and your family. It sounds like you're going through a lot right now. I hope things start to improve for you soon.
Irrational fear of judgement over normal things prevents me from letting anyone into my home. What is this??,"This could be a sign of social anxiety disorder, which is characterized by intense fear or anxiety in social situations. This can make it difficult or even impossible to interact with others."
I forgot where I was last night,It was at your houseIt was at your house.
I'm losing my mind in the mental hospital because of the girl next door,"I'm losing my mind in the mental hospital because of the girl next door. She's always making noise and it's driving me crazy. I wish I could just talk to her and tell her to be quiet, but I can't because I'm locked up in here."
"I am married, but I had sex with my friend. I feel guilty, but I feel not guilty too. Do I need to feel guilty? It's my body, and I have full rights to do what I like.","You might want to consider whether your actions could have hurt your spouse emotionally or put your marriage at risk. If so, then you might want to feel guilty about what you did. However, if you're confident that your actions didn't harm anyone and that you're still committed to your marriage, then you might not need to feel guilty. Ultimately, you should do what feels right for you."
"After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.","It is not uncommon for people to experience a range of emotions after being discharged from the hospital. For some, the experience may be overwhelming and they may feel angry or depressed. Others may feel a sense of relief and may be more optimistic. Ultimately, how someone reacts to being discharged from the hospital depends on a variety of factors, including their overall health, the severity of their illness, and their support system."
I just wanted to get to know one so I can hear about their college experience and the courses they took. I also wanted to know if they enjoy their job and how long they were in school.,"I recently spoke with a civil engineer who works in the transportation industry. He told me that he enjoyed his college experience, particularly the practical applications of his coursework. He also found his job to be enjoyable and rewarding, and he felt that his education prepared him well for the challenges he faces in his profession."
"My boyfriend of eight years and father of our two children is a truck driver. He is never home and only contributes to our family financially. There is no other support given. He comes home when able, sleeps, gives money, and leaves again. I can't get him to do anything with me or the kids. He just sleeps and works.","It sounds like your boyfriend is not very involved in your family life, which can be difficult to deal with. You might want to try talking to him about your concerns and see if he is willing to be more involved in your family. If he is not willing to make changes, you may need to reconsider your relationship."
"I've felt this way for two years. I feel so much better now then I did when it started, but it is still there in the back of my mind at all times.","There are a few things that could be causing you to feel this way. It could be an underlying health condition, such as anxiety or depression. It could also be a side effect of certain medications. If you are concerned about your symptoms, you should talk to your doctor to find out what might be causing them."
I feel like my behavior costs me friendships.,"There is no one answer to this question, as it will depend on each individual friendship and situation. However, if you feel like your behavior is costing you friendships, it may be helpful to reflect on your actions and see if there are any patterns that you can change. Additionally, talking to your friends about your concerns can help to improve your relationships."
I'm a teenager and I've been sneaking out of my house at night for a year now. I've been caught several times. I want to stop doing this but I don't know where to start. How do I stop?,"There are a few things you can do to try to stop sneaking out at night. First, you could try to talk to your parents or another trusted adult about why you feel the need to sneak out. This can help you identify any underlying issues that may be causing you to sneak out, such as feelings of loneliness or depression. Once you know what is causing you to sneak out, you can start to address those issues. Additionally, you could try to make a plan with your parents for what to do if you feel the urge to sneak out. This could involve coming up with an alternate activity to do instead of sneaking out, or calling a trusted adult to talk to if you feel like you can't control the urge to sneak out."
I don't know what's wrong with me,I don't know what's wrong with me.
"I am a female, and I am afraid of having sex. I am afraid of disappointing my partner by being inexperienced. I think he thinks I'm not a virgin. I am also scared that he will be disappointed with my naked body. I don't want my partner to think differently of me because I am afraid of having sex.","There is no one ""right"" way to feel about sex, and no one ""right"" way to experience it. What matters most is that you feel comfortable and safe with your partner. If you're worried about disappointing your partner or about how your body looks, talk to him about it. He may be more understanding and accepting than you realize."
"I've been with a man for four years. For the last year, he has said he is done, but he still talks, texts, visits, and has not moved on with anyone else. His words do not match his actions. I love this man, but it's hurting so much.","It can be difficult when someone you love doesn't seem to be on the same page as you, especially when they keep sending mixed signals. If you're not sure where you stand with this man, it may be helpful to sit down and have a conversation with him about what you both want and expect from the relationship. It's possible that he's not ready to let go yet, but is having trouble expressing himself. If that's the case, try to be understanding and patient. Ultimately, though, you deserve to be with someone who is fully committed to you and is willing to give you the love and attention you deserve."
"Someone I care about told me I'm not teachable and I'm irritating. I just want to be happy and wanted to please the person, but I always fall short it seems.","It sounds like you are feeling insecure and perhaps a bit hurt by what this other person has said to you. It's important to remember that we cannot control how others feel about us, but we can control how we react to their words and actions. If you find that you are struggling to please this other person or make them happy, it may be best to focus on your own happiness and wellbeing. There are many other people in the world who would love and appreciate you, so don't let the negativity of one person bring you down."
"My dad is always, and I mean always, cussing and screaming at me for no reason at all. He makes me feel stupid. He also compares me to my other siblings in a negative way and demeans me. Is this abuse?","This sounds like it could possibly be emotional abuse. If your dad is constantly making you feel bad about yourself and putting you down, that can be very harmful. If you feel like you can't talk to him about how you're feeling, it might be a good idea to talk to someone else about what's going on."
She is living with her boyfriend of seven years. He is in therapy for depression and social anxiety. He hasn't worked in all this time.,"I'm sorry to hear that your boyfriend is struggling with depression and social anxiety. It sounds like he's been through a lot in the last seven years. It's understandable that you're worried about him not working. However, it's important to remember that everyone's situation is different. Some people with mental health conditions are able to work, while others are not. It's important to respect your boyfriend's decisions about his own life and health."
"I have been with my husband for almost 7 years. We got engaged a little after 5 years of being together. I had always been clear that I wanted to get married and I sadly would drop hints about how i wanted him to propose.  When he did propose it was during a random vacation that I had planned. I was happy but I couldn't help feeling disappointed too. I had told him numerous times before that I wanted him to do it in front of my friends and family. I know it sounds dumb to be upset but I couldn't help how I was feeling. We are now married but the wedding and ring were also far from what I wanted and it wasn't due to lack of funds. I know this is all material and the marriage is the most important thing but I cant help but get jealous and envious every time I see someone get a proposal or wedding that I had wanted. I cant help my anger because I know we only get one proposal and one wedding. What I wanted will never happen. I have been working on my feelings for the past year and half to get over it. I try to focus on our marriage but every time I see someone have the best proposals and weddings I get upset. I know it is selfish and I know its petty but I just can't control it. It's ruining our relationship because I constantly think about it. Plus, I get mad at him for small things because I am trying to hide the fact that I am so disappointed.  Why can't I move on?","It sounds like you are feeling disappointed and sad because you didn't get the proposal and wedding that you wanted. While it is understandable to feel this way, it is important to try to focus on the positive aspects of your relationship and marriage. It sounds like you and your husband have a strong relationship and that is what is most important. Try to focus on the love and happiness that you have together and remember that you are lucky to be married to someone you love."
Why does my depression seemingly comfort me?,"There are a few potential reasons why depression might seem to comfort you. First, it can be a way of numbing yourself from the pain of your current circumstances. When you're feeling depressed, it can be easier to just disconnect from your emotions and numbing yourself from the world. Additionally, depression can be a way of coping with difficult situations by retreating into yourself. This can be a way of avoiding facing difficult realities or it can be a way of dealing with them in a way that feels less overwhelming. Finally, depression can be a way of seeking attention and validation from others. When you're feeling depressed, you may feel like you need the validation and support of others to get through this tough time."
When did you let go of addiction caused by guilt ?,I let go of addiction caused by guilt when I realized that it was no longer serving me.
I want to live with my mom. My dad gets angry and makes me feel like everything is my fault. I still talk to my mom although My dad tells me that I'm no allowed to. I'm scared I will make the wrong decision and that my dad will hate me.    How do I tell him that I want to live with my mom?,"It can be difficult to tell your father that you want to live with your mother, especially if he gets angry easily. However, it is important to communicate your wishes to him calmly and respectfully. Explain to him why you want to live with your mom, and try to avoid making it seem like you are blaming him for anything. It may also be helpful to talk to a counselor or mediator to help you communicate with your dad."
I can't tell if I'm exaggerating it or not,"You may be exaggerating the situation a bit, but it is possible that your anxiety is making it seem worse than it actually is. If you find that your anxiety is impacting your quality of life, it may be worth seeking out professional help."
"As a child, my parents injured my brother, so they went to prison. I was there when he had gotten hurt, but I can't seem to remember. I also can't remember being with them quite well. It's a blur.","This is a difficult question to answer, as it is unclear what specific information you are seeking. It is possible that your brother was injured as a result of your parents' negligence or abuse, which would explain why they were sent to prison. Alternatively, your brother may have been injured in an accident that was not your parents' fault. If you cannot remember the details of the incident, it may be difficult to determine exactly what happened. In either case, it is clear that the incident had a profound effect on you and your family."
Boyfriend experiencing depression and it's affecting our relationship,"It sounds like your boyfriend is going through a tough time right now with his depression. It's understandable that this is affecting your relationship, since his mood and energy levels are likely down, and he may be withdrawing from activities or interactions that he used to enjoy.There are a few things you can do to support your boyfriend during this time. First, try to be understanding and patient with him. Depression can be a very difficult thing to deal with, and it takes time to work through. Secondly, encourage him to seek professional help if he hasn't already. A therapist can provide him with tools and strategies to better manage his depression. Finally, you could also look into attending a support group for partners of people with depression. This"
"Ive been in an on an off relationship with a this man for almost 3 years. Even though I care about him, he continues to hurt me.    He and his wife were separated when we met. Now he's going through a really difficult divorce from her and is taking it really hard. I want to end this relationship, but I don't feel like I can. How can I let go?","It sounds like you are in a difficult situation. You care about this man, but he continues to hurt you. It may be best to end the relationship, even though it may be difficult. You deserve to be in a relationship where you are respected and not constantly hurt."
"I am having a problem with extended family members who are inappropriately urinating in my home. They are peeing in cat litter boxes, bottles, and directly on floors and in corners of my house. Is there any literature that supports why such adults would behave this way? This is not a joke. I am trying to understand.","There is some literature on this topic, but it is mostly anecdotal. However, there are a few potential explanations for why adults might urinate in inappropriate places. One possibility is that they are suffering from a medical condition that causes them to lose control of their bladder. Another possibility is that they are doing it deliberately as a way to assert their power or control over the household. Finally, it is also possible that they simply have not been taught proper bathroom etiquette and so are unaware that urinating in places other than the toilet is inappropriate."
I'm ashamed of feeling the way I feel and talking about it to others... Please help,"If you're feeling ashamed of how you're feeling, it may be helpful to talk to a therapist or counselor who can help you explore those feelings and work through them. It's also important to remember that everyone experiences different emotions and there is no shame in feeling sad, scared, or angry. If you're struggling to cope with your emotions, reach out for help."
"I am always arguing with my father. He gets stressed over work and health and talks to me in a tone of voice that seems very demanding and seems more like yelling. I get upset often at this. Am I too sensitive? He always says I am overreacting but never seems to understand that he is hurting my feelings. No matter how often I try to tell him this, he never listens.","It sounds like you are trying to communicate with your father, but he isn't hearing you. It's possible that he's so wrapped up in his own stress that he can't see how his words and tone are affecting you. It's also possible that he doesn't realize he's being demanding and that he thinks he's just expressing his concerns.If you feel like you've tried everything and he still isn't listening, it might be time to talk to a therapist or counselor. They can help you figure out how to better communicate with your father and how to deal with the stress of having a difficult relationship with him."
"I'm transgender, I know I am, but I've only told a few friends. I know I can't tell my family because of previous conversations we've had. They just wouldn't accept it. My gender dysphoria is getting really difficult to deal with on my own. I need some strategies for dealing with it. What should I do?","There are a few things that you can do to try and cope with your gender dysphoria on your own. First, try to engage in activities that make you feel good about yourself and help you to forget about your dysphoria for a little while. This could include things like spending time with friends, participating in activities that you enjoy, or listening to music that makes you feel happy and uplifted. Additionally, you can try to reframe your thinking about your dysphoria in a more positive light. For example, instead of thinking of your dysphoria as a burden, try to think of it as something that makes you unique and special. Additionally, you can reach out to online communities of other transgender people to get support and advice from others"
I shake and have panic attacks.,"There are a number of potential causes of shaking and panic attacks, and it is important to consult with a medical professional to determine the underlying cause in your case. Shaking can be caused by anxiety or stress, as well as by certain medical conditions such as Parkinson's disease. Panic attacks can also be caused by anxiety or stress, as well as by certain medical conditions such as heart disease. Treatment for shaking and panic attacks will vary depending on the underlying cause."
I had a head injury a few years ago and my mind races all the time. I have trouble sleeping and have a lot of anxiety. Every medicine I have been on my body rejects,I get sick to my stomach and get blisters in my mouth. How can I calm my self down? I'm a wreck.
"I'm a teenager, and I just got my first job. I am a month and a half in. Yesterday, my boss pushed me to the point where I had to go to the restroom and cry. She didn't see me, and I'm glad, but when I went to talk to her about it today, I let a tear or two come out. I hate it. I feel like they're not going to keep me anymore.","It sounds like you're feeling overwhelmed and unsupported at your job. It's normal to feel this way after starting a new job, especially if it's your first one. Talk to your boss about how you're feeling and see if there's anything she can do to help you adjust. If she's not willing to listen or help, then you might want to consider finding a new job."
I need help but there's no one to help me,"There are many sources of help available, including books, websites, and people you know who may be able to offer advice and assistance. Don't hesitate to ask for help when you need it."
Loneliness and Insecurity taking hold of me,"There are a couple things that you can do in order to combat loneliness and insecurity. First, try to find ways to connect with other people. This can be done by joining social clubs or groups, attending community events, or even just striking up conversations with people you meet in everyday life. Additionally, make an effort to focus on the positive aspects of your life and relationships. This can help you to feel more secure and content in yourself. Lastly, if you find that you are struggling to cope with these feelings, don't hesitate to seek professional help."
"I am a teenage girl. I've been seeing the same dream once in a while since I was very young. The problem is that I don't remember anything about this dream. I still know that it's the same one, and then I wake up in a panic, and I cry really loud without knowing the reason. Why do I see the same dream, why can I not remember it, and what should I do to remember it?","There could be many reasons why you are seeing the same dream over and over again. It could be that something in your life is unresolved and the dream is trying to tell you something. Alternatively, it could be that the dream is symbolic of something else entirely. If you can't remember the dream, it may be difficult to figure out what it means. Try keeping a dream journal and writing down as much detail as you can remember after you wake up. You may also want to see a therapist or counselor who can help you interpret your dreams."
"I have a child with my baby mother. She works I take care of our young son. She says she is not cheating I have not found anything but she always putting me down, telling me to get out and telling me she doesn't love me, but then the next day after our fight she says she does. I'm having a hard time because before our child she said she was raped by a family member but she never went to the hospital or the cops. Now me and my family don't talk. She's always telling me I'm annoying and just belittles me. Nothing I do is right. She says I work you watch the baby. On her days off she never cooks or cleans. I have no friends or family and a couple months ago she was confiding to some guy, but says he's not any thing to her. What do I do? I don't want to leave.","This is a really difficult situation that you're in. It sounds like your partner is not treating you with the respect that you deserve, and that is taking a toll on your mental health. It's important to remember that you deserve to be treated with respect and love, and you don't have to put up with being belittled or made to feel like you're not good enough.One thing you could try to do is to talk to your partner about how you're feeling and why you think this behavior is wrong. If they are unwilling to listen or change their behavior, then you might need to consider leaving the relationship. This is not an easy decision to make, but it is important to remember that you deserve to be"
I keep having dreams about my ex,"It's common to dream about exes, especially if you still have feelings for them. Dreams about exes can be a way for you to process your emotions and work through your feelings. If you're dreaming about your ex often, it might be a good idea to talk to a therapist or counselor to help you work through your emotions."
I've been abused emotionally all of my life and for some reason I keep getting with men that I let emotionally abused me. How can I stop it? I know the mistakes that I've made in my life. I'm having a really hard time getting back on my feet. Can you help me please?,"There are a few things that you can do in order to stop getting emotionally abused by the men in your life. First, it is important to be aware of the signs of emotional abuse. Once you know what to look for, you will be able to better protect yourself from getting involved with an emotionally abusive man. Second, you need to set boundaries with men. Let them know what you will and will not tolerate in a relationship. If a man does not respect your boundaries, then he is not worth your time. Finally, you need to believe in yourself. You deserve to be treated with respect and you deserve to be happy. Do not let anyone else control your life."
"I am an international student, and it is my first semester in graduate school in the United States. I faced a cultural shock, and I was so depressed when I arrived here. My counselor in the university was my savior. He helped me a great deal. Now I am going back to my country for a vacation. I was thinking to get him something special with my country's name on it, and I remembered that he likes wine. My country is known for that. Is it appropriate to give him wine as a gift after Christmas?","Yes, it is appropriate to give your counselor wine as a gift after Christmas."
"I know that I need to get past my feelings for this person I fell in love with, but t's so difficult to move on because he showed me feelings I've never felt before.    I feel like I don't want to be without my genuine love for him, but logically, I know I need to be without him. I can't discuss this with anybody in my life because the conditions surrounding our love are considered ""wrong"" by a lot of people.   How can I get myself to just move on?","It can be difficult to move on from someone you have fallen in love with, especially if they have shown you feelings that you have never felt before. If you are having trouble moving on, it may be helpful to talk to someone who can offer impartial advice, such as a therapist or counselor. It is also important to remember that you are not alone in this situation and that there are people who understand and can support you."
I have a friend that who I used to be in a relationship with. It was brief and turned into us being just good friends.   I spent the weekend with him and it upset my boyfriend. Was i wrong?,"No, you weren't wrong. Just because you used to be in a relationship with your friend doesn't mean you can't spend time with him now. If your boyfriend is upset about it, you can try explaining to him why it's important to you to maintain a friendship with this person, or you can try spending more time with him to reassure him that he is the most important person in your life."
Why does everyone I try to be close to leave?,"There could be many reasons why the people you try to be close to leave. It could be that you are not giving them the attention they need, or that you are not meeting their needs in some other way. It could also be that you are not compatible with them in some way, or that they simply don't like you. If you find that you are constantly losing the people you try to be close to, it might be worth considering what you could do differently."
"I'm dating a guy I really love. We have our problems, but I could see myself with him long term. But there's this other guy who I've had feelings for for awhile now. He gives me butterflies when we talk, and my heart beats fast when I see he's texted me, which i never felt with my current boyfriend.","You might want to consider exploring your feelings for the other guy a bit more. It sounds like you have stronger feelings for him than your current boyfriend, and it might be worth pursuing a relationship with him instead. Of course, you'll want to be sure that you're being honest with your current boyfriend about your feelings before you make any decisions."
Feeling a need to cry after exercise,"There is no one definitive answer to this question. Some people may feel an emotional release after exercise, while others may simply feel more relaxed or energized. It is possible that the endorphins released during exercise could contribute to an emotional response, but this is not always the case. If you find yourself feeling particularly emotional after exercise, it might be worth talking to a doctor or therapist to see if there is an underlying cause."
"I really like this guy and I think he likes me back, but his sister is my bestfriend. I'm afraid that if I tell her I have a crush on her brother she would loose it. I once told her I thought her brother was cute and she got really angry. I've gotten to know her brother better lately and I've realized he may actually feel the same way. I don't want to lose her friendship. What do I do?","It might be difficult to tell your best friend that you have a crush on her brother, but it is important to be honest with her. If you feel like you can trust her, try telling her how you feel and see how she reacts. It's possible that she might be okay with it and even be happy that you two are interested in each other. However, she might also react negatively, in which case you'll need to be prepared to respect her wishes. If she doesn't want you to pursue a relationship with her brother, then you'll have to respect that and move on."
I'm going through a majorly bad divorce and my wife is making things so impossible for me. I need help.,"There are a few options available to you if you are experiencing difficulty during your divorce. You can seek out counseling or therapy to help you deal with the stress and anxiety that comes with divorce. You can also look into support groups specifically for people going through divorce. Additionally, you can speak with a lawyer to discuss your legal options and to get advice on how to best protect your interests during the divorce process."
"My spouse decided he no longer wanted me six years ago. Things have deteriorated so badly that we have separated but still live in the same house. He says he despises the sight of me, wants to be with other women, and divorce. What I don't understand is that he says constantly that I have no feelings for him and gets absurdly jealous if I speak to another male. Why does he constantly do these behaviors? I might add he has been diagnosed with borderline personality disorder and as a narcissist.","There could be a few reasons for this behavior. It is possible that your spouse is trying to push you away because he is afraid of getting hurt. It is also possible that he is jealous because he feels like he is losing your attention. It is also possible that he is acting out because he feels like he is not getting the attention he wants from you. If your spouse has been diagnosed with borderline personality disorder or narcissism, this could be causing some of his behavior. If you are concerned about his behavior, you should talk to his doctor or a mental health professional to get more insight."
URGENT PLEASE Can someone explain to me what is happending,"It looks like you may have accidentally left out a closing curly brace in your code. As a result, the code after it is not being executed."
I need help or advice on what to do,"There are a few things you can do in this situation. First, you can try communicating with your team member directly to see if there is a way to resolve the issue. If that does not work, you can talk to your team leader or manager about the situation to see if they can help mediate the situation. Finally, if all else fails, you can always look for another team to join."
I'm feeling different towards my husband. I feel I am growing from the relationship. I have been with my husband for six years and married for almost five. I just don't feel that connection anymore. I feel nothing. I don't know why or if I'm just being irrational.,"There could be a number of reasons why you're feeling this way towards your husband. It could be that you're simply growing and changing as a person, and no longer feel as connected to him as you once did. Alternatively, there could be something going on in your relationship that's causing this disconnection. If you're concerned about your relationship, it might be worth talking to your husband about how you're feeling to see if there's anything that can be done to improve things."
"He is always telling me our fights are only and all my fault, he bashes me to our young child, and he is addicted to a few substances.","If your husband tells you that all of your fights are your fault, he may be gaslighting you. Gaslighting is a form of emotional abuse where the abuser tries to make their victim question their own reality and memory. If your husband is gaslighting you, it is important to seek professional help. Additionally, if your husband is addicted to substances, this can also be a form of abuse. If you are being abused, it is important to seek help from a professional or a trusted friend or family member."
"About 3 years ago or so I was skinny, but I was still ugly. I really do want to change that but I've tried 3 times. Now can I try but don't stop. At school I get bullied about my weight and my ugliness and I have been bullied my whole life that I believe them. How can I stop thinking about them and don't let it get in my head? My parents said I don't weight that much but, they do think I am fat but, they tell me I am not. I told my parents that I need to go to a therapist, but they think I am fine and I think they don't want to deal with it.","It sounds like you are feeling really stuck right now and it's tough when you feel like you've already tried everything and nothing has worked. One thing you might want to try is talking to a counselor or therapist who can help you explore the thoughts and beliefs that are holding you back. It can be really helpful to talk to someone who is unbiased and can help you see things in a different light. If your parents are resistant to the idea of you seeing a therapist, maybe you can talk to them about your feelings and why you think it would be helpful. Taking this step can be really scary, but it can also be really empowering and can help you start to feel better about yourself."
"Sometime when small thing happen, like losing a comb, I get furious. I even start throwing things. Do I have a problem?","You may have a problem with anger management if you find yourself getting excessively angry over small things or if your anger leads to destructive behaviors, like throwing things. If your anger is impacting your quality of life or causing problems in your relationships, it may be worth seeking professional help to learn how to better manage your anger."
I don't know what to do anymore,"If you're feeling lost and don't know what to do anymore, it's important to reach out for help. Talk to a trusted friend, family member, or counselor about how you're feeling. They can offer support and guidance. Additionally, there are many resources available to help you get back on track. Seek out professional help if needed, and look for online resources or support groups. With help, you can begin to feel better and start moving forward again."
There's this boy who asked me out awhile ago. I said no because my friends and family would think weirdly of me. How do I be with him and tell him and tell my friends?,"You can talk to your friends and family about your decision to date this boy and explain your reasons for wanting to do so. You can also talk to the boy directly and explain that you would like to date him, but you want to make sure that everyone is okay with it first."
"Got laid off from my job, seriously feel so heartbroken i dont know what to do","There are a few things you can do if you find yourself in this situation. First, you should reach out to your local unemployment office and file for benefits. This will help you financially while you are looking for a new job. Next, you should start networking and reaching out to your contacts to see if anyone knows of any open positions. Finally, you should update your resume and start applying for jobs that interest you."
"I have been pushing people away all my life. I finally have a great boyfriend who loves me, but I keep pushing him away and I don't want to. I need to learn to open up.","One possibility is that you are afraid of getting hurt. It may be that you have been hurt in the past and are now afraid of letting yourself get close to someone again. It is also possible that you are afraid of being rejected. If you have trouble opening up to people, it may help to talk to a therapist or counselor who can help you work through your fears."
"It was over 20 years ago, but the pain has resurfaced again now because I have started seeing her Facebook posts about how great her life is. I feel so angry. How can I handle this?","It can be difficult to see someone you used to be close to living a life that appears to be much better than yours, especially if you yourself are struggling. However, it is important to remember that people often only share the best parts of their lives on social media, and that everyone has their own struggles and challenges, even if they don't share them publicly.One way to deal with this is to try to focus on your own life and the things that make you happy. Take some time for yourself to do things you enjoy, and reach out to your own friends and family for support. It's also important to remember that everyone's life is different and that just because someone else's life looks great from the outside, that"
